algorithm,configuration,seed,lstm_units,mae,rmse,r2,epochs,final_train_loss,final_val_loss
LSTM,NO_TEMPORAL,51,4,0.35865878532449547,0.584402116534204,0.6156629833390042,50,0.32445675134658813,0.294833242893219
LSTM,NO_STATIC_MECH,42,4,0.36386414462568833,0.5843684093895569,0.6157073176404754,50,0.3299139142036438,0.2931746244430542
LSTM,NO_STATIC_MECH,43,4,0.38962973977682797,0.5938966221117232,0.6030732531995124,50,0.33619698882102966,0.30336880683898926
LSTM,NO_STATIC_MECH,44,4,0.3798899198400563,0.5872517211687132,0.6119057118048996,50,0.3349281847476959,0.29889464378356934
LSTM,NO_STATIC_MECH,45,4,0.361679772036852,0.5911902907317116,0.6066825270063032,50,0.32741162180900574,0.3118996024131775
LSTM,NO_STATIC_MECH,46,4,0.3569462679350947,0.5891432657542449,0.6094015729781713,50,0.32403799891471863,0.3152202069759369
LSTM,NO_STATIC_MECH,47,4,0.34811304612173866,0.5879793616411694,0.6109433712884784,50,0.32334014773368835,0.3082399368286133
LSTM,NO_STATIC_MECH,48,4,0.4043316747938011,0.6039899397725627,0.5894670081276044,50,0.32844507694244385,0.33141639828681946
LSTM,NO_STATIC_MECH,49,4,0.35381242594270296,0.58235444463743,0.6183516024173152,50,0.3248634338378906,0.29068559408187866
LSTM,NO_STATIC_MECH,50,4,0.3652051899097959,0.5882523688111476,0.6105819983739809,50,0.3319735825061798,0.30568361282348633
LSTM,NO_STATIC_MECH,51,4,0.3534872546957108,0.5815980437167937,0.6193423795085421,50,0.32968202233314514,0.2911681532859802
LSTM,PURE_ML,42,4,0.352309003525804,0.5879745731192675,0.6109497082408377,50,0.33089354634284973,0.3028468191623688
LSTM,PURE_ML,43,4,0.35964916644853034,0.5932053528025664,0.6039967256789238,50,0.3294006288051605,0.30934539437294006
LSTM,PURE_ML,44,4,0.34584684741350097,0.5852763554880053,0.614512221889045,50,0.3325946033000946,0.29599982500076294
LSTM,PURE_ML,45,4,0.4176270482431877,0.6077476922532381,0.5843428158194253,50,0.33661922812461853,0.31516677141189575
LSTM,PURE_ML,46,4,0.4683661687986065,0.6542431197208256,0.518310718401285,50,0.33914509415626526,0.37220698595046997
LSTM,PURE_ML,47,4,0.40768343147909347,0.6027454611464824,0.5911570137514386,50,0.3422262370586395,0.31414154171943665
